IR_ID,ID,Citation,Title,Journal,Issue,Year
890,22,"Liu, H.P. and Zhang , Q. and Katul , G.G. and Cole, J.J. and Chapin III, F.S. and MacIntyre , S.. ""Large CO2 effluxes at night and during synoptic weather events significantly contribute to CO2 emissions from a reservoir,"" Environmental Research Letters, v.11, 2016, p. 8. doi:10.1088/1748-9326/11/6/064001",Large CO2 effluxes at night and during synoptic weather events significantly contribute to CO2 emissions from a reservoir,Environmental Research Letters,11,2016
891,22,"Luo, Y. and Ahlstrom , A. and Allison, S.D. and Batjes , N.H. and Brovkin, V.. and Carvalhais , N. and Chappell , A. and Ciais, P. and Davidson, E.A. and Finzi , A. and Georgiou , K. and Guenet , B.. ""Toward more realistic projections of soil carbon dynamics by Earth system models,"" Global Biogeochemical Cycles, v.30(1), 2016, p. 40-56. doi:10.1002/2015gb005239",Toward more realistic projections of soil carbon dynamics by Earth system models,Global Biogeochemical Cycles,30(1),2016
892,22,"Manies, K.L. and Harden, J.W. and Fuller, C.C. and Turetsky, M.R.. ""Decadal and long-term boreal soil carbon and nitrogen sequestration rates across a variety of ecosystems,"" Biogeosciences, v.13(15), 2016, p. 4315-4327. doi:10.5194/bg-13-4315-2016",Decadal and long-term boreal soil carbon and nitrogen sequestration rates across a variety of ecosystems,Biogeosciences,13(15),2016
893,22,"Mathevet , R. and Thompson , J.D. and Folke, C. and Chapin III, F.S.. ""Protected areas and their surrounding territory: socioecological systems in the context of ecological solidarity,"" Ecological Applications, v.26(1), 2016, p. 5-16. doi:10.1890/14-0421.1",Protected areas and their surrounding territory: socioecological systems in the context of ecological solidarity,Ecological Applications,26(1),2016
894,22,"McGuire, A.D. and Koven, C.D. and Lawrence, D.M. and Clein, J. and Xia, J.. and Beer , C. and Burke , E. and Chen , G. and Chen, X. and Delire , C. and Jafarov, E.E. and MacDougall , A. and Marchenko, S. and Nicolsky, D.J. and Peng , S. and Rinke, A. and. ""Variability in the sensitivity among model simulations of permafrost and carbon dynamics in the permafrost region between 1960 and 2009,"" Global Biogeochemical Cycles, v.30, 2016, p. 1015-1037. doi:10.1002/2016gb005405",Variability in the sensitivity among model simulations of permafrost and carbon dynamics in the permafrost region between 1960 and 2009,Global Biogeochemical Cycles,30,2016
895,22,"Minsley , B.J. and Pastick, N.J. and Wylie, B.K. and Brown, D.R.N. and Kass , M.. ""Evidence for nonuniform permafrost degradation after fire in boreal landscapes,"" Journal of Geophysical Research, v.121(2), 2016, p. 320-335. doi:10.1002/2015jf003781",Evidence for nonuniform permafrost degradation after fire in boreal landscapes,Journal of Geophysical Research,121(2),2016
896,22,"Morimoto , M. and Juday, G.P. and Young, B.. ""Early tree regeneration is consistent with sustained yield in low input boreal forest management in Alaska,"" Forest Ecology and Management, v.373, 2016, p. 116-127. doi:10.1016/j.foreco.2016.04.026",Early tree regeneration is consistent with sustained yield in low input boreal forest management in Alaska,Forest Ecology and Management,373,2016
897,22,"Morimoto , M. and Juday, G.P. and Young, B.. ""Clearcutting and Site Preparation, but Not Planting, Promoted Early Tree Regeneration in Boreal Alaska,"" Forests, v.8(1), 2017, p. 12. doi:10.3390/f8010012","Clearcutting and Site Preparation, but Not Planting, Promoted Early Tree Regeneration in Boreal Alaska",Forests,8(1),2017
898,22,"Neumann Dr., R.B. and Blazewicz, S.J. and Conaway , C.H. and Turetsky, M.R. and Waldrop, M.P.. ""Modeling CH4 and CO2 cycling using porewater stable isotopes in a thermokarst bog in Interior Alaska: results from three conceptual reaction networks,"" Biogeochemistry, v.127(1), 2016, p. 57-87. doi:10.1007/s10533-015-0168-2",Modeling CH4 and CO2 cycling using porewater stable isotopes in a thermokarst bog in Interior Alaska: results from three conceptual reaction networks,Biogeochemistry,127(1),2016
899,22,"Nicklen , F. and Roland, C.A. and Ruess, R.W. and Schmidt , J.A. and Lloyd, A.H.. ""Local site conditions drive climate growth responses of Picea mariana and Picea glauca in interior Alaska,"" Ecosphere, v.7(10), 2016, p. 17. doi:e01507. 10.1002/ecs2.1507",Local site conditions drive climate growth responses of Picea mariana and Picea glauca in interior Alaska,Ecosphere,7(10),2016
900,22,"Noetzli, J.. and Christiansen, H.H. and Gugliemin, M. and Romanovsky, V.E. and Shiklomanov, N. and Smith, S.L. and Zhao, L... ""Cryosphere - Permafrost thermal state,"" Bulletin of the American Meteorological Society, v.97(8), 2016, p. 20-21. doi:10.1175/2016BAMSStateoftheClimate.1",Cryosphere - Permafrost thermal state,Bulletin of the American Meteorological Society,97(8),2016
901,22,"Nyborg, K. and Anderies, J.M. and Dannenberg , A. and Lindahl , T. and Schill , C. and Schluter , M. and Adger, W.N. and Arrow , K.J. and Barrett, S. and Carpenter, S.R. and Chapin III, F.S. and Crepin, A.S. and Daily, G.C. and Ehrlich, P.R. and Folke, C.. ""Social norms as solutions,"" Science, v.354(630, 2016, p. 42-43.",Social norms as solutions,Science,354(630,2016
902,22,"Olefeldt, D.. and Goswami, S. and Grosse, G. and Hayes, D.J. and Hugelius, G. and Kuhry, P. and McGuire, A.D. and Romanovsky, V.E. and Sannel, A.B. and Schuur, E.A.G. and Turetsky, M.R.. ""Circumpolar distribution and carbon storage of thermokarst landscapes,"" Nature Communications, v.7(13043, 2016. doi:10.1038/ncomms13043",Circumpolar distribution and carbon storage of thermokarst landscapes,Nature Communications,7(13043,2016
903,22,"Olnes , J.R. and Kielland, K.. ""Stage-dependent effects of browsing by snowshoe hares on successional dynamics in a boreal forest ecosystem,"" Ecosphere, v.7(10), 2016, p. 8. doi:10.1002/ecs2.1475",Stage-dependent effects of browsing by snowshoe hares on successional dynamics in a boreal forest ecosystem,Ecosphere,7(10),2016
904,22,"Olnes , J.R. and Kielland, K.. ""Asynchronous recruitment dynamics of snowshoe hares and white spruce in a boreal forest,"" Forest Ecology and Management, v.384, 2017, p. 83-91. doi:10.1016/j.foreco.2016.10.039",Asynchronous recruitment dynamics of snowshoe hares and white spruce in a boreal forest,Forest Ecology and Management,384,2017
905,22,"Park , T. and Ganguly, S. and Tommervik, H. and Euskirchen, E.S. and Hogda , K.A. and Karlsen , S.R. and Brovkin, V.. and Nemani, R.R. and Myneni, R.B.. ""Changes in growing season duration and productivity of northern vegetation inferred from long-term remote sensing data,"" Environmental Research Letters, v.11, 2016, p. 11. doi:10.1088/1748-9326/11/8/084001",Changes in growing season duration and productivity of northern vegetation inferred from long-term remote sensing data,Environmental Research Letters,11,2016
906,22,"Peng , S. and Ciais, P. and Krinner, G.. and Wang , T. and Gouttevin , I. and McGuire, A.D. and Lawrence, D.M. and Burke , E. and Chen, X. and Decharme , B. and Koven , C. and MacDougall , A. and Rinke, A. and Saito , K. and Zhang , W. and Alkama , R. and. ""Simulated high-latitude soil thermal dynamics during the past 4 decades,"" The Cryosphere, v.10, 2016, p. 179-192. doi:10.5194/tc-10-179-2016",Simulated high-latitude soil thermal dynamics during the past 4 decades,The Cryosphere,10,2016
907,22,"Petrov , A.N. and BurnSilver, S. and Chapin III, F.S. and Fondahl , G. and Graybill , J. and Keil , K. and Nilsson , A.E. and Riedlsperger , R. and Schweitzer , P.. ""Arctic sustainability research: toward a new agenda,"" Polar Geography, v.39(3), 2016, p. 165-178. doi:10.1080/1088937x.2016.1217095",Arctic sustainability research: toward a new agenda,Polar Geography,39(3),2016
908,22,"Rist , L. and Shackleton , C. and Gadamus , L. and Chapin III, F.S. and Gowda , C.M. and Setty , S. and Kannan , R. and Shaankar , R.U.. ""Ecological knowledge of communities, managers, and scientists: Bridging divergent perceptions to improve forest management outcomes,"" Environmental Management, v.57, 2016, p. 798-813. doi:10.1007/s00267-015-0647-1","Ecological knowledge of communities, managers, and scientists: Bridging divergent perceptions to improve forest management outcomes",Environmental Management,57,2016
909,22,"Romanovsky, V.E. and Smith, S.L. and Isaksen , K. and Shiklomanov, N. and Streletskiy , D.A. and Kholodov, A. and Christiansen, H.H. and Drozdov, D. and Malkova, G. and Marchenko, S.. ""Terrestrial Permafrost,"" Bulletin of the American Meteorological Society, v.97(8), 2016, p. 149-152. doi:10.1175/2016BAMSStateoftheClimate.1",Terrestrial Permafrost,Bulletin of the American Meteorological Society,97(8),2016
910,22,"Salmon , V.G. and Soucy , P. and Mauritz Dr., M. and Natali, S.M.N. and Mack, M.C. and Schuur, E.A.G.. ""Nitrogen availability increases in a tundra ecosystem during five years of experimental permafrost thaw,"" Global Change Biology, v.22, 2016, p. 1927-1941. doi:10.1111/gcb.13204",Nitrogen availability increases in a tundra ecosystem during five years of experimental permafrost thaw,Global Change Biology,22,2016
911,22,"Schadel , C. and Bader , M.K. and Schuur, E.A.G. and Biasi , C. and Bracho, R. and Capek , P. and De Baets , S. and Diakova , K. and Ernakovich , J. and Estop-Aragones , C. and Graham , D.E. and Hartley , I.P. and Iversen, C.M. and Kane, E.S. and Knoblauc. ""Potential carbon emissions dominated by carbon dioxide from thawed permafrost soils,"" Nature Climate Change, v.6, 2016, p. 950-953. doi:10.1038/nclimate3054",Potential carbon emissions dominated by carbon dioxide from thawed permafrost soils,Nature Climate Change,6,2016
912,22,"Schuur, E.A.G.. ""The permafrost prediction,"" Scientific American, v.315, 2016, p. 56-61. doi:10.1038/scientificamerican1216-56",The permafrost prediction,Scientific American,315,2016
913,22,"Spellman, K.V. and Deutsch , A. and Mulder, C.P.H. and Carsten-Conner , L.D.. ""Metacognitive learning in the ecology classroom: a tool for preparing problem solvers in a time of rapid change?,"" Ecosphere, v.7(8), 2016, p. 19. doi:e01411.10.1002/ecs2.1411",Metacognitive learning in the ecology classroom: a tool for preparing problem solvers in a time of rapid change?,Ecosphere,7(8),2016
914,22,"Spellman, K.V. and Mulder, C.P.H.. ""Validating herbarium-based phenology models using citizen science data,"" BioScience, v.66(10), 2016, p. 897-906. doi:10.1093/biosci/biw116",Validating herbarium-based phenology models using citizen science data,BioScience,66(10),2016
915,22,"Spellman, K.V. and Mulder, C.P.H. and Carlson, M.L.. ""Effects of invasive plant patch size and distance on the pollination and reproduction of native boreal plants,"" Botany, 2016.",Effects of invasive plant patch size and distance on the pollination and reproduction of native boreal plants,Botany,,2016
916,22,"Sullivan, P.F. and Pattison , R.R. and Brownlee , A.H. and Cahoon , S.M. and Hollingsworth, T.N.. ""Effect of tree-ring detrending method on apparent growth trends of black and white spruce in interior Alaska,"" Environmental Research Letters, v.11, 2016, p. 12. doi:10.1088/1748-9326/11/11/114007",Effect of tree-ring detrending method on apparent growth trends of black and white spruce in interior Alaska,Environmental Research Letters,11,2016
917,22,"Tape, K. and Gustine, D.D. and Ruess, R.W. and Adams, L. and Clark , J.A.. ""Range Expansion of Moose in Arctic Alaska Linked to Warming and Increased Shrub Habitat,"" PLOS ONE, 2016, p. 12. doi:10.1371/journal.pone.0152636",Range Expansion of Moose in Arctic Alaska Linked to Warming and Increased Shrub Habitat,PLOS ONE,,2016
918,22,"Taylor, D.L. and Walters , W.A. and Lennon, N.J. and Bochicchio , J. and Krohn , A. and Caporaso , J.G. and Pennamen , T.. ""Accurate estimation of fungal diversity and abundance rhrough improved lineage-specific primers optimized for Illumina amplicon sequencing,"" Applied and Environmental Microbiology, 2016, p. 43.",Accurate estimation of fungal diversity and abundance rhrough improved lineage-specific primers optimized for Illumina amplicon sequencing,Applied and Environmental Microbiology,,2016
919,22,"Turner II, B.L. and Esler , K.J. and Bridgewater, P. and Tewksbury , J. and Sitas , J.N. and Abrahams , B. and Chapin III, F.S. and Chowdhury , R.R. and Christie , P. and Diaz, S. and Firth , P. and Knapp , C.N. and Kramer , J. and Leemans, R. and Palmer,. ""Socio-environmental systems (SES) research: What have we learned and how can we use this information in future research programs,"" Current Opinion in Environmental Sustainability, v.19, 2016, p. 160-168. doi:10.1016/j.cosust.2016.04.001",Socio-environmental systems (SES) research: What have we learned and how can we use this information in future research programs,Current Opinion in Environmental Sustainability,19,2016
920,22,"Ueyama, M. and Tahara , N. and Iwata, H. and Euskirchen, E.S. and Ikawa , H. and Kobayashi , H. and Nagano , H. and Nakai, T. and Harazono, Y.. ""Optimization of a biochemical model with eddy covariance measurements in black spruce forests of Alaska for estimating CO2 fertilization effects,"" Agricultural and Forest Meteorology, v.222, 2016, p. 98-111.",Optimization of a biochemical model with eddy covariance measurements in black spruce forests of Alaska for estimating CO2 fertilization effects,Agricultural and Forest Meteorology,222,2016
921,22,"Veverica , T.J. and Kane, E.S. and Marcarelli , A.M. and Green , S.A.. ""Ionic liquid extraction unveils previously occluded humic-bound iron in peat soil pore water,"" Soil Science Society of America, v.80, 2016, p. 770-782. doi:10.2136/sssaj2015.10.0377",Ionic liquid extraction unveils previously occluded humic-bound iron in peat soil pore water,Soil Science Society of America,80,2016
922,22,"Walker , X.W. and Mack, M.C. and Johnstone, J.F.. ""Predicting ecosystem resilience to fire from tree ring analysis in black spruce forests,"" Ecosystems, 2016. doi:10.1007/s10021-016-0097-5",Predicting ecosystem resilience to fire from tree ring analysis in black spruce forests,Ecosystems,,2016
923,22,"Wang, W.. and Rinke, A. and Moore, J.C. and Ji , D. and Cui , X. and Peng , S. and Lawrence, D.M. and McGuire, A.D. and Burke , E. and Chen, X. and Decharme , B. and Koven, C.D. and MacDougall , A. and Saito , K. and Zhang , W. and Alkama , R. and Bohn ,. ""Evaluation of air-soil temperature relationships simulated by land surface models during winter across the permafrost region,"" The Cryosphere, v.10, 2016, p. 1721-1737. doi:10.5194/tc-10-1721-2016",Evaluation of air-soil temperature relationships simulated by land surface models during winter across the permafrost region,The Cryosphere,10,2016
924,22,"Webb, E.E. and Schuur, E.A.G. and Natali, S.M.N. and Oken , K.L. and Bracho, R. and Krapek , J.P. and Risk , D. and Nickerson , N.R.. ""Increased wintertime CO2 loss as a result of sustained tundra warming,"" Journal of Geophysical Research - Biogeosciences, v.121, 2016, p. 249-265. doi:10.1002/2014jg002795",Increased wintertime CO2 loss as a result of sustained tundra warming,Journal of Geophysical Research - Biogeosciences,121,2016
925,22,"Winterstein , M.W. and Hollingsworth, T.N. and Parker , C.. ""A range extension of Carex sartwellii in interior Alaska,"" The Canadian Field-Naturalist, v.130(3), 2016, p. 191-198.",A range extension of Carex sartwellii in interior Alaska,The Canadian Field-Naturalist,130(3),2016
